"id"	"Daily.events"	"Prioritising.workload"	"Writing.notes"	"Workaholism"	"Thinking.ahead"	"Final.judgement"	"Reliability"	"Keeping.promises"	"Loss.of.interest"	"Friends.versus.money"	"Funniness"	"Fake"	"Criminal.damage"	"Decision.making"	"Elections"	"Self.criticism"	"Judgment.calls"	"Hypochondria"	"Empathy"	"Eating.to.survive"	"Giving"	"Compassion.to.animals"	"Borrowed.stuff"	"Loneliness"	"Cheating.in.school"	"Health"	"Changing.the.past"	"God"	"Dreams"	"Charity"	"Number.of.friends"	"Waiting"	"New.environment"	"Mood.swings"	"Appearence.and.gestures"	"Socializing"	"Achievements"	"Responding.to.a.serious.letter"	"Children"	"Assertiveness"	"Getting.angry"	"Knowing.the.right.people"	"Public.speaking"	"Unpopularity"	"Life.struggles"	"Happiness.in.life"	"Energy.levels"	"Small...big.dogs"	"Personality"	"Finding.lost.valuables"	"Getting.up"	"Interests.or.hobbies"	"Parents..advice"	"Questionnaires.or.polls"
"837"	4	2	2	2	2	3	2	4	2	5	5	1	4	2	5	1	4	4	4	5	3	4	2	1	5	4	4	2	4	1	5	5	5	2	2	4	4	1	1	4	1	5	1	1	1	5	5	5	3	2	5	5	2	1
"838"	4	2	2	3	5	1	5	5	1	5	4	2	2	3	5	5	3	1	4	1	1	2	4	1	5	4	1	2	3	1	4	1	5	2	4	4	4	5	2	4	3	3	4	4	4	5	5	3	4	2	2	5	4	5
"839"	2	1	1	1	1	2	4	3	2	5	4	1	2	2	5	1	5	1	4	3	4	5	3	1	4	2	2	2	4	2	5	2	4	3	2	3	3	2	3	4	2	5	3	4	2	4	4	3	3	4	2	4	1	1
"840"	3	1	4	2	2	3	4	4	4	3	3	1	2	1	4	4	4	4	2	4	3	3	3	2	4	4	3	3	3	2	4	2	4	4	3	2	4	2	2	4	4	4	2	4	4	3	4	2	3	3	5	2	3	3
"841"	3	2	3	2	4	1	3	4	4	3	2	1	1	2	5	3	4	2	4	4	4	5	4	2	2	4	2	2	4	3	3	3	4	3	3	3	2	3	5	4	3	4	3	3	4	4	4	3	3	4	1	2	4	3
"842"	3	3	3	3	3	3	3	3	2	5	3	1	3	3	3	3	5	1	4	3	3	3	4	5	5	3	5	3	3	1	3	1	3	5	5	3	4	1	3	3	3	3	3	3	4	3	3	1	3	5	1	5	5	3
"843"	2	5	5	5	5	3	5	4	1	5	3	1	5	5	5	4	3	1	5	3	5	5	5	1	2	2	2	4	3	1	3	3	4	3	4	1	3	2	2	1	3	3	2	3	2	4	5	4	4	5	2	4	1	3
"844"	5	2	5	4	3	5	4	4	4	2	4	1	5	1	5	3	3	1	2	2	3	4	5	3	3	5	1	2	3	3	5	4	3	4	2	2	2	3	4	2	5	4	3	3	3	5	5	5	4	5	1	5	3	3
"845"	4	5	5	5	4	1	5	5	5	3	2	1	1	5	3	5	5	4	3	1	5	5	3	2	3	5	3	5	3	4	4	3	2	2	4	3	2	3	4	5	2	4	3	3	3	5	5	2	5	2	1	5	4	2
"846"	4	3	3	3	2	1	3	4	4	5	3	2	4	1	2	3	3	1	4	2	4	4	3	3	5	3	3	3	5	2	3	3	4	4	4	3	2	4	3	4	3	4	5	3	5	4	3	1	3	2	5	3	3	1
"847"	3	3	4	3	3	5	5	3	3	5	4	2	5	3	2	2	2	3	3	4	3	5	5	4	4	4	5	5	3	2	2	2	4	4	3	2	4	2	5	4	3	3	5	5	4	4	3	1	3	5	4	4	4	5
"848"	1	1	2	3	2	4	4	3	3	4	3	2	5	3	3	4	5	2	5	2	3	4	3	5	4	3	2	4	3	1	3	2	2	5	5	3	4	3	5	4	4	3	4	5	5	4	3	5	3	1	5	3	1	3
"849"	3	3	3	4	2	3	3	1	1	4	3	2	4	2	3	5	4	1	2	1	2	3	1	1	5	3	1	5	4	1	5	5	4	2	5	3	2	4	4	4	1	5	2	5	2	5	5	3	5	1	4	5	2	2
"850"	3	2	2	1	2	1	4	3	4	3	3	2	1	2	1	1	3	3	2	4	5	4	5	5	4	2	2	1	2	3	3	3	4	5	2	4	4	1	2	5	2	4	1	2	2	4	5	4	4	2	4	3	2	1
"851"	2	1	5	3	5	3	4	5	1	3	4	2	1	3	1	4	5	2	5	2	4	5	5	2	4	5	3	3	4	1	2	4	2	1	1	2	4	3	1	5	2	4	5	4	5	4	3	1	4	5	3	3	4	4
"852"	3	1	5	2	4	3	5	4	4	3	4	2	2	5	5	5	5	3	2	2	1	5	5	3	5	4	4	4	4	1	5	2	5	2	4	4	3	3	5	3	4	3	4	2	1	5	5	3	4	2	2	4	5	3
"853"	5	2	1	1	5	3	5	5	4	4	2	2	5	2	1	3	5	1	5	3	2	5	5	1	5	2	2	4	4	3	4	3	4	2	4	3	3	1	4	3	2	4	3	3	2	5	4	3	4	3	4	5	4	4
"854"	3	5	5	3	3	3	4	4	2	3	3	1	1	3	3	4	3	1	3	3	5	5	5	3	3	5	3	5	4	3	5	4	4	4	4	4	4	2	5	3	3	4	4	3	5	3	4	3	3	4	1	5	5	3
"855"	5	3	4	3	5	1	3	3	3	5	4	2	2	2	5	3	3	1	5	4	1	5	4	3	2	3	2	4	4	2	5	3	3	2	5	4	2	4	3	4	5	2	3	4	3	4	5	3	4	5	4	5	4	2
"856"	2	4	4	3	5	1	4	4	3	4	4	1	3	3	5	5	4	2	4	2	3	2	5	3	5	4	4	3	3	1	2	4	3	4	4	2	4	2	4	2	2	4	5	4	1	5	4	4	3	4	4	5	4	3
"857"	5	3	4	3	4	2	4	5	4	4	5	2	4	3	1	4	5	1	3	1	5	4	5	2	5	3	2	1	4	2	4	3	4	3	5	3	3	3	2	4	3	4	2	3	4	4	4	2	4	4	2	4	3	3
"858"	4	1	1	1	4	5	3	4	4	2	3	2	5	3	5	4	4	1	5	2	2	5	5	2	5	2	3	2	3	1	3	2	3	2	3	4	2	1	4	4	4	1	5	5	2	3	4	2	3	5	2	3	4	5
"859"	4	2	1	4	3	1	4	4	2	3	1	3	2	2	1	3	3	1	4	1	2	2	5	5	5	1	2	1	4	1	1	4	4	4	3	5	3	3	3	3	1	3	3	3	1	2	3	3	3	3	3	2	3	1
"860"	5	2	1	1	4	3	5	4	2	4	4	3	4	5	5	5	5	1	4	1	1	5	5	3	4	1	5	2	3	1	3	2	4	3	4	4	5	3	2	5	5	5	5	4	2	4	3	3	3	1	4	3	3	2
"861"	4	1	2	1	4	1	4	4	2	2	4	1	3	3	4	4	5	1	5	1	4	4	4	1	5	2	2	1	2	1	4	4	5	4	3	3	4	4	3	5	3	5	3	5	4	4	4	3	3	1	3	4	3	3
"862"	4	1	3	1	3	2	4	4	1	4	2	2	1	4	3	2	2	1	2	4	3	2	4	2	5	4	2	2	3	1	4	2	2	2	3	4	2	4	2	5	1	5	5	5	2	4	4	2	3	2	5	1	2	3
"863"	5	3	1	3	4	3	5	5	2	4	5	1	1	2	5	4	5	1	4	2	4	5	4	2	4	1	1	5	5	2	4	4	4	2	4	3	4	2	5	5	1	5	3	2	1	5	5	5	5	5	5	5	4	4
"864"	3	2	1	2	5	4	4	4	4	3	3	2	5	4	5	3	4	2	5	1	3	5	5	3	5	2	3	3	3	1	3	2	2	2	3	4	2	3	4	4	3	1	5	4	2	3	3	2	3	4	2	3	3	5
"865"	2	1	2	2	4	4	4	5	4	3	4	3	4	3	5	4	4	1	5	2	3	4	4	4	2	2	4	3	3	1	3	2	2	3	4	3	2	2	3	5	2	4	3	5	2	3	2	3	3	2	5	4	3	4
"866"	2	3	2	3	4	3	2	4	2	5	2	2	1	3	3	3	3	2	3	2	4	3	3	2	4	3	2	3	4	2	3	2	3	3	3	4	2	3	2	2	2	3	4	3	3	4	4	4	3	4	4	3	2	2
"867"	4	2	3	5	3	3	3	5	1	2	4	4	2	4	5	4	3	1	2	1	1	4	3	3	3	3	3	3	4	2	2	1	3	4	3	2	4	4	2	2	2	3	5	3	1	3	3	3	3	3	4	3	2	1
"868"	3	2	3	3	5	3	5	4	2	3	2	3	1	3	5	4	5	1	4	1	2	4	5	2	1	2	2	3	3	2	3	4	4	3	3	1	3	2	2	5	2	2	5	3	3	4	4	1	4	3	3	5	4	4
"869"	2	3	2	2	3	4	3	2	3	3	1	1	2	4	3	2	4	1	3	2	4	3	4	2	2	4	2	4	3	2	4	3	4	2	4	2	3	2	4	2	2	4	2	3	3	5	3	2	4	2	4	2	4	3
"870"	4	1	2	5	2	5	3	3	3	5	5	3	1	5	5	5	5	3	5	1	4	5	5	4	5	3	5	3	3	1	4	4	1	3	4	2	4	3	5	1	3	4	2	4	5	2	3	3	3	4	5	1	2	4
"871"	4	2	2	4	3	3	4	4	2	5	2	3	1	2	5	2	3	2	4	4	2	4	3	1	2	2	2	3	5	3	4	2	4	3	4	2	3	2	5	2	3	2	4	5	2	4	5	2	3	4	2	4	3	3
"872"	1	1	1	1	5	1	5	5	5	5	5	3	1	1	5	5	5	1	1	3	1	5	5	5	3	4	5	5	3	1	5	3	5	1	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5
"873"	2	2	2	3	5	2	3	3	1	4	3	4	1	5	4	5	2	1	3	2	2	2	4	3	2	2	2	1	4	1	3	4	4	3	3	2	3	2	2	4	1	1	3	4	2	3	4	2	3	2	5	4	3	3
"874"	2	1	1	2	2	1	3	4	5	3	2	2	3	4	1	3	3	2	2	1	4	4	5	2	5	3	3	3	3	1	3	2	4	3	2	2	2	4	3	3	2	3	4	3	2	4	4	3	3	2	4	3	3	3
"875"	2	1	1	1	4	2	2	4	1	3	3	1	2	3	1	2	5	1	3	2	1	3	3	2	5	2	2	4	3	1	3	2	4	3	3	4	4	5	4	3	2	4	4	3	2	4	4	3	3	2	3	4	4	3
"876"	1	4	5	2	2	3	2	2	3	5	5	1	4	3	2	2	3	1	3	3	5	5	3	3	5	3	4	1	3	2	5	3	4	3	3	4	3	1	3	3	3	3	5	3	4	4	4	4	3	5	3	5	3	3
"877"	4	4	5	5	5	2	4	5	5	1	4	1	1	3	5	4	4	1	2	2	4	5	5	4	5	4	3	1	4	4	5	2	5	3	4	5	4	5	5	4	4	5	1	4	2	4	5	2	4	3	1	4	3	4
"878"	5	3	4	4	4	2	5	5	3	5	4	1	1	3	5	5	5	1	4	2	5	4	5	3	3	4	3	5	3	4	5	3	3	2	3	4	1	4	5	2	3	5	3	5	2	4	5	3	3	5	4	5	5	3
"879"	4	4	4	2	4	3	5	5	4	3	2	4	2	5	5	3	5	1	4	2	5	5	5	2	4	4	3	1	3	4	4	2	4	4	2	4	4	2	2	4	4	5	3	4	2	4	4	3	3	3	4	5	4	2
"880"	4	5	1	4	3	1	4	4	2	3	2	1	5	2	5	2	5	1	4	3	4	5	3	2	4	4	2	1	3	2	2	2	3	3	4	4	2	4	4	4	4	5	4	3	2	4	5	3	3	2	2	5	3	1
"881"	2	1	1	1	5	3	3	5	1	3	3	1	1	3	3	2	5	1	4	2	1	4	4	2	5	2	2	4	3	1	3	3	3	3	4	4	5	5	4	3	2	4	3	3	3	4	4	3	4	2	3	4	4	3
"882"	4	2	2	5	3	5	3	5	4	5	5	3	1	5	5	5	5	2	5	1	4	5	5	3	5	3	4	3	3	4	3	3	1	3	5	2	4	5	5	2	2	5	3	4	4	2	3	3	3	4	5	2	2	4
"883"	3	2	1	2	3	3	4	4	1	5	2	2	2	3	1	4	3	1	4	2	5	2	5	3	5	3	4	4	3	2	4	3	4	5	3	2	1	3	4	4	4	2	5	5	5	4	4	3	3	4	5	3	4	4
"884"	2	1	1	1	3	2	4	4	3	5	3	2	3	1	5	3	3	1	4	2	2	3	5	4	5	2	4	2	3	2	3	2	4	5	4	2	3	5	5	3	5	4	4	1	4	3	3	3	3	2	3	3	4	4
"885"	4	1	1	2	1	5	5	5	5	4	5	4	5	3	4	5	5	1	1	1	1	5	5	4	5	5	2	4	3	1	5	2	5	1	4	1	3	3	1	5	5	5	5	5	5	4	5	5	3	1	5	5	3	1
"886"	2	1	2	1	3	3	3	4	5	3	2	3	1	2	4	4	5	1	4	1	3	5	5	2	5	3	1	5	3	4	4	3	4	2	4	4	2	3	2	5	2	4	2	5	2	4	4	5	3	3	5	3	4	2
"887"	2	1	1	1	1	3	3	4	4	3	3	2	4	1	3	1	4	1	3	4	2	2	3	2	5	1	2	1	4	1	5	3	5	2	2	5	1	2	2	5	3	4	1	1	1	4	5	5	4	2	4	5	2	3
"888"	2	4	3	2	4	3	2	4	3	4	2	3	4	2	3	3	2	4	3	4	2	3	4	3	2	4	4	3	3	4	2	3	4	2	4	3	2	4	3	4	2	3	4	3	2	4	3	2	3	4	3	2	3	2
"889"	4	2	1	3	1	1	4	4	1	5	2	2	1	2	5	3	3	4	5	2	5	5	5	2	2	5	3	3	3	2	4	3	3	2	4	4	3	2	5	4	2	3	4	2	5	4	3	5	4	3	4	4	4	2
"890"	4	5	5	2	3	1	5	4	1	5	5	3	5	3	4	4	4	2	4	1	5	3	3	4	5	4	3	1	4	2	4	2	3	2	4	5	4	4	3	5	3	5	3	3	1	4	2	3	3	3	5	3	2	2
"891"	4	2	4	2	5	3	4	5	3	2	5	4	4	2	5	3	5	1	2	2	3	2	5	3	5	4	4	3	4	1	4	3	2	4	5	2	5	5	4	2	2	5	5	1	2	4	5	1	3	3	5	5	3	2
"892"	3	1	4	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
"893"	3	2	4	3	4	1	3	3	3	4	4	2	4	3	5	3	4	2	3	2	2	3	3	2	5	3	2	1	4	2	4	2	4	3	3	3	4	4	3	3	4	4	4	5	1	4	3	4	3	3	4	3	3	2
"894"	4	2	3	2	3	4	3	2	3	4	3	2	3	2	3	4	3	2	3	4	3	2	3	3	2	3	4	3	2	3	4	2	3	2	4	3	3	2	4	3	2	3	4	3	2	4	3	2	3	4	2	3	3	2
"895"	3	4	4	3	3	2	5	5	2	5	3	1	1	4	3	1	3	1	5	1	5	5	5	2	3	5	2	2	3	2	4	2	4	2	4	3	3	3	3	3	2	3	5	4	4	4	5	2	3	3	5	3	4	3
"896"	2	2	5	2	2	2	2	3	3	3	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
"897"	5	2	3	3	3	1	4	3	3	5	3	2	2	3	5	4	3	2	4	1	3	4	2	2	5	3	2	1	3	2	5	3	5	2	4	4	3	3	4	3	2	4	3	5	1	4	3	4	3	3	4	3	3	3
"898"	2	3	2	4	2	3	2	4	3	2	3	2	4	1	3	2	3	4	2	4	3	2	3	2	4	2	3	2	3	3	2	2	4	3	2	3	4	2	3	2	4	1	2	3	2	4	2	3	4	3	4	2	3	2
"899"	3	5	5	3	3	3	3	4	1	4	3	1	2	4	5	4	4	3	5	1	4	5	4	2	3	3	2	5	3	3	2	4	3	3	3	3	3	2	4	5	3	3	5	3	3	4	4	3	3	5	5	4	3	2
"900"	5	2	3	4	2	3	5	4	3	2	4	1	5	1	5	2	5	1	1	3	3	5	3	3	4	3	2	3	3	3	3	3	4	4	3	3	5	3	3	5	3	5	1	1	1	5	5	5	4	1	3	3	3	2
"901"	4	3	4	5	5	3	4	4	3	4	3	4	4	4	5	4	3	3	3	1	2	2	3	3	2	5	3	4	3	3	3	2	2	4	5	2	3	2	4	4	3	4	2	4	2	4	3	3	3	4	4	3	4	3
"902"	2	5	3	5	3	2	5	5	4	3	1	1	2	3	5	2	5	1	3	3	4	5	5	2	3	4	2	4	3	1	2	4	5	3	4	3	2	3	5	3	3	3	5	3	4	3	4	3	3	3	1	3	4	3
"903"	3	2	3	2	4	3	4	4	1	4	3	2	1	4	2	1	5	2	5	1	1	4	5	2	2	2	1	3	4	1	2	4	4	3	4	4	3	2	3	3	1	2	3	3	1	4	3	3	5	5	4	4	3	3
"904"	5	5	4	4	4	3	4	5	2	2	4	3	2	3	5	3	5	3	5	1	1	2	4	2	3	2	1	1	4	1	5	1	5	3	3	5	5	1	5	4	3	3	1	1	3	4	4	4	4	1	2	5	4	3
"905"	3	3	4	3	4	5	4	4	4	3	2	2	1	2	4	2	4	1	4	2	4	3	3	2	4	3	3	5	4	3	3	3	5	3	4	4	3	3	5	5	1	5	3	3	3	3	4	2	4	3	2	5	4	3
"906"	3	1	1	1	3	4	4	4	2	3	3	1	1	1	3	3	5	1	4	2	2	4	5	1	5	2	1	3	3	4	5	3	5	2	5	5	2	3	3	5	3	3	1	4	2	3	4	4	3	3	3	5	3	3
"907"	5	1	2	3	1	3	3	3	1	3	3	1	2	3	5	1	5	1	4	1	5	5	4	3	5	3	1	3	3	1	4	1	4	2	3	2	1	4	4	2	4	5	5	3	4	4	3	3	4	1	5	2	4	4
"908"	2	1	4	4	3	4	3	3	1	3	3	3	1	4	2	4	4	1	4	1	5	5	4	3	3	3	3	5	4	1	4	1	1	4	4	3	3	4	5	4	5	4	4	2	5	4	4	3	4	4	3	5	1	1
"909"	2	3	2	4	3	2	3	2	4	3	2	4	2	3	4	2	4	3	2	4	3	2	3	4	3	2	4	3	2	4	3	2	3	2	4	3	2	4	3	2	4	3	2	4	3	3	4	2	4	3	3	2	4	1
"910"	4	3	3	4	4	2	2	4	5	4	1	4	3	2	3	2	2	4	3	3	3	2	2	5	2	5	2	3	3	4	3	4	3	4	2	2	5	2	2	5	5	4	1	2	2	4	5	3	4	2	2	5	5	4
"911"	5	3	4	3	5	4	5	4	5	4	3	2	1	2	4	5	4	1	3	2	4	2	5	2	4	3	3	4	4	1	4	2	4	4	5	4	4	4	4	3	3	5	4	4	2	4	3	4	4	4	2	2	4	2
"912"	4	4	4	5	4	1	4	5	5	2	3	3	5	2	5	4	4	2	5	4	5	4	5	4	4	4	2	5	3	4	4	2	4	4	4	2	2	1	4	4	3	4	4	3	4	4	4	4	3	2	2	4	4	3
"913"	2	4	3	1	4	3	2	4	2	2	4	2	3	4	3	2	4	3	4	2	3	4	2	3	2	2	4	3	2	3	3	2	3	2	4	3	3	2	4	2	3	2	4	3	2	3	4	2	3	4	2	3	4	2
"914"	3	3	5	3	4	1	3	5	1	3	3	2	1	3	5	3	3	4	3	2	2	3	3	4	5	3	1	4	3	3	2	3	3	4	3	3	4	3	2	3	3	3	2	3	3	5	3	4	3	3	5	4	3	2
"915"	4	1	1	2	1	1	3	4	4	5	4	2	5	2	5	4	5	5	5	2	2	5	2	5	2	1	5	1	2	4	2	1	1	5	4	1	2	5	5	5	5	1	4	5	5	2	2	5	3	4	5	4	2	2
"916"	3	2	1	2	3	3	3	4	2	4	3	2	2	3	1	3	4	2	4	4	2	4	3	3	4	3	4	5	3	1	3	3	3	2	3	3	3	3	4	4	3	3	4	3	3	4	3	3	3	3	2	1	4	4
"917"	5	1	1	1	3	1	1	1	1	5	3	2	2	3	5	3	3	1	2	1	1	4	5	4	4	2	2	1	3	1	1	2	3	2	2	2	2	3	1	5	2	1	3	5	2	3	1	3	4	5	5	2	3	1
"918"	3	2	2	2	3	1	3	3	3	2	3	4	4	2	4	3	4	2	2	3	2	2	2	2	5	2	2	1	3	1	3	3	3	2	3	3	3	3	2	3	3	3	3	3	1	3	3	3	3	1	4	3	2	1
"919"	3	3	4	4	4	3	4	4	1	5	3	1	1	1	3	5	5	2	4	1	4	5	5	4	5	4	4	4	3	1	3	2	5	5	3	3	1	4	5	5	3	3	4	4	2	4	4	4	3	3	3	4	3	3
"920"	5	3	5	2	4	3	3	3	2	4	5	2	5	2	5	3	5	3	5	2	5	3	3	3	5	3	4	5	3	2	3	3	5	3	3	3	3	1	5	5	4	3	1	5	5	3	4	4	3	5	2	5	4	2
"921"	3	2	3	2	4	3	4	3	2	4	3	2	1	3	3	3	4	1	5	1	3	3	2	1	3	2	2	3	4	2	3	3	3	2	4	3	3	4	3	3	2	3	5	3	4	4	3	3	4	2	5	3	3	2
"922"	4	2	3	2	4	3	2	3	4	2	3	2	1	3	2	4	2	2	4	3	4	2	3	2	3	4	3	2	4	3	4	2	4	3	2	3	4	3	2	4	3	2	3	2	2	4	3	2	4	3	4	2	1	1
"923"	5	3	5	5	5	1	5	5	2	4	5	2	5	3	5	5	5	1	3	2	5	5	5	3	2	5	3	1	4	4	3	1	1	2	5	4	5	5	4	5	3	5	3	1	3	4	4	1	4	2	5	3	3	1
"924"	3	2	2	5	4	1	4	2	1	2	4	3	5	5	3	3	4	4	3	1	3	5	3	4	4	5	3	1	4	1	3	3	3	4	4	2	3	4	4	3	3	4	3	5	5	4	3	4	3	3	5	2	4	1
"925"	4	2	2	2	3	2	4	3	1	5	3	2	1	3	5	5	2	2	1	1	3	5	3	1	4	1	1	1	4	3	3	4	3	3	3	5	2	4	5	3	3	3	4	5	3	4	3	2	3	4	5	3	4	3
"926"	4	4	5	4	5	5	4	4	3	3	3	1	2	5	5	4	5	3	5	2	1	5	5	2	5	3	1	4	4	1	4	2	4	2	5	3	2	2	5	3	4	4	5	3	5	4	4	1	3	3	5	5	5	4
"927"	4	4	3	3	3	3	4	4	1	4	3	1	1	3	4	3	4	1	4	2	2	4	5	2	2	3	1	5	4	1	4	4	3	3	3	2	2	3	3	5	2	4	4	5	1	4	4	3	3	3	3	4	3	2
"928"	3	1	1	1	5	3	3	5	4	4	1	1	5	5	1	5	4	1	5	1	3	5	5	3	5	4	4	4	3	2	3	3	5	5	5	4	2	1	5	3	5	4	5	4	5	3	5	3	3	3	5	1	4	5
"929"	2	2	2	3	3	3	5	5	3	4	2	1	3	5	5	3	4	1	3	4	2	5	5	3	2	3	4	4	3	2	2	2	3	2	3	2	3	1	4	2	3	2	5	1	4	4	3	2	3	2	3	2	2	4
"930"	4	5	5	5	5	1	4	5	4	3	1	2	2	4	5	4	3	1	3	1	4	5	5	1	2	2	3	1	4	2	3	5	5	1	3	3	3	3	5	4	3	4	3	3	3	4	5	2	4	3	2	3	3	3
"931"	3	2	3	2	2	3	4	3	1	4	4	2	5	4	1	3	5	3	5	2	5	2	4	5	4	4	3	4	3	2	2	3	4	5	4	3	3	2	4	3	4	3	4	4	5	3	3	3	3	4	3	4	3	3
"932"	2	3	2	4	2	3	2	4	2	2	3	3	2	4	5	3	2	4	3	4	1	3	2	4	3	4	2	4	3	4	4	2	3	2	4	3	2	4	4	2	3	4	3	2	3	4	5	2	4	4	2	3	4	1
"933"	4	2	4	2	4	5	4	5	1	5	3	1	1	3	5	5	5	2	5	4	4	2	5	2	5	4	3	2	3	3	5	4	2	2	4	3	3	4	3	4	4	4	3	4	3	4	5	1	4	3	5	5	4	3
"934"	5	2	2	2	2	4	3	3	4	5	4	1	3	3	1	4	4	2	5	4	4	5	5	4	4	4	4	4	3	3	3	3	4	4	4	4	3	4	3	3	3	3	3	5	4	3	4	4	3	4	5	2	3	3
"935"	2	1	4	4	4	2	3	4	4	4	4	4	1	4	1	5	2	3	4	1	2	5	4	2	5	2	5	3	3	1	3	4	4	4	4	4	4	3	2	2	2	5	5	5	3	3	3	4	2	4	5	2	3	3
"936"	1	1	2	1	3	1	2	5	5	5	3	3	1	1	1	3	3	1	1	5	5	5	1	3	3	5	3	1	3	1	3	2	3	5	5	3	4	3	5	5	5	1	3	3	5	3	5	3	3	3	5	5	3	3
"937"	2	3	2	4	4	2	3	2	4	5	3	2	3	2	4	3	4	3	5	2	4	3	5	4	2	4	3	5	4	2	4	4	2	4	3	3	4	2	4	2	3	4	2	4	3	4	3	4	2	3	2	4	3	2
"938"	3	2	4	1	2	3	4	5	2	4	2	1	1	3	4	2	5	4	4	2	1	4	5	5	4	4	1	3	4	2	1	2	4	4	2	3	1	2	5	3	4	4	3	5	5	4	3	3	2	2	5	5	2	4
"939"	3	1	2	5	5	1	5	3	5	2	4	4	2	4	3	5	5	5	3	1	5	5	5	5	5	5	5	1	3	3	1	2	4	5	5	5	3	5	3	4	5	4	1	1	5	3	1	3	2	1	5	5	5	3
"940"	2	4	3	4	4	2	4	4	2	5	2	2	1	4	5	1	5	2	5	2	5	5	5	2	2	2	2	1	3	3	3	1	2	4	3	2	3	3	4	4	2	2	4	4	4	4	4	4	3	4	2	4	4	2
"941"	3	2	1	1	3	5	1	1	4	4	5	2	5	2	1	2	4	2	4	2	2	3	2	2	5	4	5	4	2	1	4	2	4	4	4	1	5	3	3	4	3	2	2	4	4	4	4	4	3	2	5	3	4	3
"942"	5	1	2	2	4	3	3	2	5	3	2	2	5	4	1	3	5	1	5	1	1	2	2	5	5	3	2	5	3	1	3	2	2	3	4	5	3	1	2	5	4	5	4	5	2	3	4	3	2	3	5	1	1	2
"943"	5	1	4	1	3	1	2	5	5	3	3	3	4	2	5	5	5	1	4	4	1	4	4	5	5	5	5	4	3	2	3	2	1	5	4	2	4	3	3	2	5	4	5	1	5	3	2	3	3	1	1	3	3	3
"944"	5	3	3	3	3	3	4	4	3	5	4	2	2	3	5	4	3	1	5	4	3	5	4	2	4	3	1	2	3	2	3	3	2	3	3	2	3	4	4	5	2	3	1	3	4	4	4	4	3	3	5	3	3	3
"945"	3	3	5	2	3	2	4	4	3	4	3	2	1	2	5	3	2	2	4	2	2	5	4	2	5	3	2	1	4	2	3	3	3	5	3	3	3	3	3	2	3	3	5	3	4	4	4	3	3	1	5	4	4	3
"946"	2	4	2	3	5	5	4	3	3	1	3	5	5	5	5	4	3	3	1	1	1	5	3	1	2	3	1	5	2	1	5	1	3	3	3	5	3	3	1	4	3	5	3	1	1	5	3	5	3	1	2	3	3	1
"947"	3	1	1	1	3	2	3	5	4	4	3	4	5	3	3	2	3	3	2	4	3	3	4	4	3	5	5	1	3	3	3	3	3	4	5	4	4	5	4	4	4	4	4	3	3	3	3	4	4	3	4	4	3	3
"948"	3	3	2	3	3	3	3	3	3	3	3	2	3	3	1	3	3	3	3	3	3	3	3	4	3	3	5	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3
"949"	3	3	1	2	4	4	5	4	5	5	2	2	1	5	1	4	3	1	5	1	5	5	4	2	3	5	3	4	3	1	4	2	4	4	4	3	1	3	5	5	4	5	3	5	5	4	4	2	4	5	1	4	4	1
"950"	2	1	1	1	3	1	2	2	1	5	2	2	5	2	1	3	3	1	4	3	3	5	3	3	5	3	3	3	3	1	3	2	3	4	3	3	3	3	5	5	4	3	3	3	3	4	2	3	3	3	2	4	3	1
"951"	3	1	2	3	3	1	3	4	1	3	4	3	5	3	1	2	3	4	3	2	2	5	5	5	5	3	5	2	3	1	3	3	1	2	5	2	4	3	3	2	3	5	3	3	1	3	3	5	3	1	5	5	3	2
"952"	3	1	1	3	1	3	2	3	5	2	5	3	3	2	1	1	4	5	2	3	2	1	2	4	5	3	3	1	1	1	5	5	5	4	5	5	5	2	1	3	3	5	3	2	1	4	5	5	4	3	5	5	1	1
"953"	3	3	1	3	5	1	3	3	2	4	4	1	4	5	1	3	2	4	5	1	3	5	5	2	2	2	4	2	4	1	3	3	4	3	3	3	2	2	4	1	1	4	1	3	1	4	3	3	3	5	2	3	4	3
"954"	3	3	4	4	4	2	3	4	2	3	5	4	4	5	4	5	1	2	3	1	1	5	5	3	3	5	4	2	3	3	4	2	3	5	3	3	4	5	3	3	5	4	5	3	4	3	3	3	2	3	3	4	3	4
"955"	4	1	3	2	3	4	4	3	2	4	2	1	1	4	4	3	4	2	4	2	5	5	3	2	5	4	4	4	4	5	4	2	4	4	2	3	3	4	5	4	4	4	2	4	4	3	4	5	4	4	5	5	4	4
"956"	3	3	5	5	5	1	4	5	3	5	5	1	5	4	3	5	4	1	5	1	1	5	5	2	2	1	2	1	3	1	3	3	4	3	3	5	3	3	3	5	3	1	3	3	5	4	5	5	3	1	3	3	3	3
